isbn|name|category|writer|publisher|first_pub_date|page_count
9786051882673|İyi Geceler Bay Tom|Roman|Michelle Magorian|Beyaz Balina Yayınları|2018|404
9789752486201|Satranç|Roman|Stefan Zweig|Kırmızı Çatı|2018|80
9786059641371|Bir Delinin Hatıra Defteri|Roman|Nikolay Vasilyeviç Gogol|Aspendos Yayıncılık|2017|112
9786059232289|Söylemeyeceğine Söz Ver|Roman|Jennifer McMahon|Ephesus Yayınları|2012|368
9789750806735|Filler Sultanı ile Kırmızı Sakallı|Roman|Yaşar Kemal|Yapı Kredi Yayınları|1977|218
9786052950524|Alice Harikalar Diyarında|Roman|Lewis Carroll|İş Bankası Kültür Yayınları|2017|112
9789750525148|Tuhaflıklar Fabrikası|Roman|Eyüp Aygün Tayşir|İletişim Yayıncılık|2018|201
9786053326168|Gömülü Şamdan|Roman|Stefan Zweig|İş Bankası Kültür Yayınları|2015|120
9789750825927|Benim Adım Kırmızı|Roman|Orhan Pamuk|Yapı Kredi Yayınları|2013|552
9786053114680|Yanlış Giden Bir Şeyler Var|Roman|Mesud Topal|Destek Yayınları|2018|176
9786050904222|Engereğin Gözü|Roman|Zülfü Livaneli|Doğan Kitap|2011|168
9789944888035|Bir Delinin Anı Defteri - Hasan Ali Yücel Klasikleri|Roman|Nikolay Vasilyeviç Gogol|İş Bankası Kültür Yayınları|2010|223
9786051850481|Ben Bir Gürgen Dalıyım|Roman|Hasan Ali Toptaş|Everest Yayınları|2016|160
9786053142492|Kapıyı İçeriden Kilitledim|Roman|Özlem Narin Yılmaz|Ayrıntı Yayınları|2017|112
9786059144902|İnsan Neyle Yaşar?|Roman|Lev Nikolayeviç Tolstoy|İndigo Kitap|2017|88
9786053140177|Bir Gün Tek Başına|Roman|Vedat Türkali|Ayrıntı Yayınları|2015|752
9786054308835|Beyaz Zambaklar Ülkesinde|Roman|Grigory Petrov|Tutku Yayınevi|2000|156
9789944756938|Kabil|Roman|Jose Saramago|Kırmızı Kedi|2011|152
9789750725036|Düşüş|Roman|Albert Camus|Can Yayınları|2000|99
9789752731547|Kurt Kanunu|Roman|Kemal Tahir|İthaki Yayınları|1969|304
9786054228379|Shantaram|Roman|Gregory David Roberts|Artemis Yayınları|2009|863
9789750807015|Binboğalar Efsanesi|Roman|Yaşar Kemal|Yapı Kredi Yayınları|1971|290
9789752207844|Beyaz Zambaklar Ülkesinde|Roman|Grigority Petrov|Bilgi Yayınevi|2018|120
9789753424080|Sana Gül Bahçesi Vadetmedim|Roman|Joanne Greenberg|Metis Yayıncılık|2000|288
9789754948554|Romantika|Roman|Turgut Özakman|Bilgi Yayınevi|2000|163
9789750807039|İnce Memed 3|Roman|Yaşar Kemal|Yapı Kredi Yayınları|2006|640
9789753423472|Yüzüklerin Efendisi - Tek Cilt Özel Basım|Roman|J.R.R. Tolkien|Metis Yayıncılık|2001|1026
9789751418609|Beyaz Zambaklar Ülkesinde|Roman|Grigoriy Petrov|Remzi Kitabevi|2018|176
9789750807060|Bir Ada Hikayesi 1- Fırat Suyu Kan Akıyor Baksana|Roman|Yaşar Kemal|Yapı Kredi Yayınları|2007|328
9789750825910|Kar|Roman|Orhan Pamuk|Yapı Kredi Yayınları|2013|464
9789755708805|En Mavi Göz|Roman|Toni Morrison|Sel Yayıncılık|2017|224
9789750839528|Yüzbaşının Kızı|Roman|Aleksandr Sergeyeviç Puşkin|Yapı Kredi Yayınları|2017|128
9789755391014|Parfümün Dansı|Roman|Tom Robbins|Ayrıntı Yayınları|2000|432
9789754700060|Yaban|Roman|Yakup Kadri Karaosmanoğlu|İletişim Yayıncılık|2004|214
9789753900799|Şibumi|Roman|Trevanian|E Yayınları|1999|445
9789750738623|Büyük Atatürk'ten Küçük Öyküler|Roman|Süleyman Bulut|Can Yayınları|2018|624
9789750807251|Yer Demir Gök Bakır - Dağın Öteki Yüzü 2|Roman|Yaşar Kemal|Yapı Kredi Yayınları|2003|392
9786053322863|Yıldız Gezgini|Roman|Jack London|İş Bankası Kültür Yayınları|2014|344
9789750737992|Koku|Roman|Patrick Süskind|Can Yayınları|1997|260
9786052221419|Börü 2-Kurt İmparatorluğu|Roman|Çağlayan Yılmaz|Panama Yayıncılık|2018|416
9786051922546|ArtıkAranmayanlar Gezegeni|Roman|Sevinç Erbulak|Hep Kitap|2018|200
9789754344073|Açlık|Roman|Knut Hamsun|Varlık Yayınları|2016|160
9786055903275|Tepedeki Ev|Roman|Shirley Jackson|Siren Yayınları|2018|232
9789750730528|Hayvan Çiftliği - Mini Kitap|Roman|George Orwell|Can Yayınları|2016|288
9789759955748|Huzur|Roman|Ahmet Hamdi Tanpınar|Dergah Yayınları|1999|391
9789751026569|Acımak|Roman|Reşat Nuri Güntekin|İnkılap Kitabevi|2007|127
9786056842665|Otomatik Piyano|Roman|Kurt Vonnegut|April Yayıncılık|2018|376
9786051922652|Mantolu Kadın|Roman|Elçin Poyrazlar|Hep Kitap|2018|192
9786053114253|Sen Gittin Ya Ben Çok Güzelleştim|Roman|Nilgün Bodur|Destek Yayınları|2018|256
9786054188970|Fedailerin Kalesi Alamut|Roman|Vladimir Bartol|Koridor Yayıncılık|2012|510
9786053321392|Beyaz Geceler - Hasan Ali Yücel Klasikleri|Roman|Fyodor Mihayloviç Dostoyevski|İş Bankası Kültür Yayınları|2014|218
9789750702747|İvan İlyiçin Ölümü|Roman|Lev Nikolayeviç Tolstoy|Can Yayınları|2003|84
9786050917260|Daha|Roman|Hakan Günday|Doğan Kitap|2013|420
9789754059618|Nil' de Ölüm|Roman|Agatha Christie|Altın Kitaplar|2003|191
9789750826184|Tek Kanatlı Bir Kuş|Roman|Yaşar Kemal|Yapı Kredi Yayınları|2013|76
9786059854740|Karabibik|Roman|Nabizade Nazım|Mühür Kitaplığı|2017|46
9786053757412|Dünyalar Savaşı|Roman|H. G. Wells|İthaki Yayınları|2017|296
9789754370799|Osmancık|Roman|Tarık Buğra|Ötüken Neşriyat|2000|376
9786053758419|Deliliğin Dağlarında-Karanlık Kitaplık|Roman|Howard Phillips Lovecraft|İthaki Yayınları|2018|132
9786053324942|Karmaşık Duygular|Roman|Stefan Zweig|İş Bankası Kültür Yayınları|2015|264
9786052950364|Mutlu Prens|Roman|Oscar Wilde|İş Bankası Kültür Yayınları|2017|56
9786054188710|Aklından Bir Sayı Tut|Roman|John Verdon|Koridor Yayıncılık|2011|480
9789753633086|Kalanlar|Roman|Tezer Özlü|Yapı Kredi Yayınları|2000|52
9789750806995|İnce Memed 4|Roman|Yaşar Kemal|Yapı Kredi Yayınları|2006|648
9789752890244|Kumral Ada Mavi Tuna|Roman|Buket Uzuner|Everest Yayınları|1997|500
9789752447004|Kelebek Bahçesi|Roman|Dot Hutchison|Limos|2017|346
9786051730547|4N1K|Roman|Büşra Yılmaz|Epsilon Yayınevi|2015|488
9786053329008|Savaş ve Barış - 2 Kitap Takım|Roman|Lev Nikolayeviç Tolstoy|İş Bankası Kültür Yayınları|2016|1808
9786055162085|Cehennem Çiçeği|Roman|Alper Canıgüz|April Yayıncılık|2013|224
9789755390895|Zen ve Motosiklet Bakım Sanatı - Değerlerin Sorgulanması|Roman|Robert M. Pirsig|Ayrıntı Yayınları|1995|432
9789750813818|Bir Kış Gecesi Eğer Bir Yolcu|Roman|Italo Calvino|Yapı Kredi Yayınları|2008|252
9786053751342|Rüzgarın Adı - Kral Katili Güncesi 1. Gün|Roman|Patrick Rothfuss|İthaki Yayınları|2011|736
9789759914349|Leyleklerin Uçuşu|Roman|Jean-Christophe Grange|Doğan Kitap|2002|360
9786053756040|Ben Robot|Roman|Isaac Asimov|İthaki Yayınları|2016|248
9789750722127|Bir Deliler Evinin Yalan Yanlış Anlatılan Kısa Tarihi|Roman|Ayfer Tunç|Can Yayınları|2009|492
9786054764853|Filin Yolculuğu|Roman|Jose Saramago|Kırmızı Kedi|2013|200
9789750719356|Dönüşüm|Roman|Franz Kafka|Can Yayınları|2001|104
9786050955712|Kinyas ve Kayra-18.yıl Resimli Özel Baskısı|Roman|Hakan Günday|Doğan Kitap|2018|448
9786052955932|Şeytan'ın Günlüğü|Roman|Leonid Andreyev|İş Bankası Kültür Yayınları|2018|224
9789755393698|Gösteri Peygamberi|Roman|Chuck Palahniuk|Ayrıntı Yayınları|2002|320
9789754059625|Dersimiz Cinayet|Roman|Agatha Christie|Altın Kitaplar|2000|158
9789750826313|Cevdet Bey ve Oğulları|Roman|Orhan Pamuk|Yapı Kredi Yayınları|2013|644
9786053437451|Mucize|Roman|R. J. Palacio|Pegasus|2015|336
9789752731332|Devlet Ana|Roman|Kemal Tahir|İthaki Yayınları|2005|651
9786053321040|İlyada - Hasan Ali Yücel Klasikleri|Roman|Homeros|İş Bankası Kültür Yayınları|2014|712
9789750826139|Kara Kitap|Roman|Orhan Pamuk|Yapı Kredi Yayınları|2013|476
9789752897397|Kavim|Roman|Ahmet Ümit|Everest Yayınları|2010|400
9789750807473|Sarı Sıcak|Roman|Yaşar Kemal|Yapı Kredi Yayınları|2003|242
9789750730146|Kolera Günlerinde Aşk|Roman|Gabriel Garcia Marquez|Can Yayınları|1997|448
9789750804465|Yaşamak Güzel Şey Be Kardeşim|Roman|Nazım Hikmet|Yapı Kredi Yayınları|2002|178
9789750502637|Bizim Büyük Çaresizliğimiz|Roman|Barış Bıçakçı|İletişim Yayıncılık|2004|167
9786051715094|Evrenin Sonundaki Restoran|Roman|Douglas Adams|Alfa Yayıncılık|2017|264
9786053758426|Cthulhu’nun Çağrısı--Karanlık Kitaplık|Roman|Howard Phillips Lovecraft|İthaki Yayınları|2018|160
9786053758280|Toz Gibi Yıldızlar-Galaktik İmparatorluk Serisi 1|Roman|Isaac Asimov|İthaki Yayınları|2018|272
9789750733437|Dünün Dünyası|Roman|Stefan Zweig|Can Yayınları|2000|496
9789753639101|Swann' ların Tarafı - Kayıp Zamanın İzinde 1. Kitap|Roman|Marcel Proust|Yapı Kredi Yayınları|2006|444
9789755331010|Her Yerden Çok Uzakta|Roman|Ursula K. Le Guin|İmge Kitabevi|2016|94
9786059232463|Kayıp Kızlar Adası|Roman|Jennifer McMahon|Ephesus Yayınları|2016|400
9789750736988|Ana|Roman|Maksim Gorki|Can Yayınları|2018|432
9786050955132|Gölgeler-Yeni Versiyon|Roman|Zülfü Livaneli|Doğan Kitap|2018|112
9789750525117|Metal Hayatlar|Roman|Berna Durmaz|İletişim Yayıncılık|2018|91
9789750826702|Sessiz Ev|Roman|Orhan Pamuk|Yapı Kredi Yayınları|2014|304
9786051718194|Hakkari'de Bir Mevsim|Roman|Ferit Edgü|Alfa Yayıncılık|2018|250
9789754370430|Beyaz Gemi|Roman|Cengiz Aytmatov|Ötüken Neşriyat|1995|168
9786053604099|Anna Karenina - Hasan Ali Yücel Klasikleri|Roman|Lev Nikolayeviç Tolstoy|İş Bankası Kültür Yayınları|2011|1062
9789752897458|İstanbul Hatırası|Roman|Ahmet Ümit|Everest Yayınları|2010|690
9786059232913|Neptün Cinayetleri|Roman|Jennifer McMahon|Ephesus Yayınları|2017|448
9786053110842|Ela Gözlü Pars Celile|Roman|Osman Balcıgil|Destek Yayınları|2016|416
9789750804199|Gecenin Sonuna Yolculuk|Roman|Louis Ferdinand Celine|Yapı Kredi Yayınları|2002|574
9786052871805|Distopyanın 60 Tonu|Roman|Çağatay Şenkay|Sokak Kitapları Yayınları|2018|80
9789750807459|Üç Anadolu Efsanesi|Roman|Yaşar Kemal|Yapı Kredi Yayınları|2004|222
9789750823343|Uzak Tepeler|Roman|Kazuo Ishiguro|Yapı Kredi Yayınları|2012|164
9789754701586|Korkuyu Beklerken - Bütün Eserleri 4|Roman|Oğuz Atay|İletişim Yayıncılık|2004|202
9789752120075|Kuşku Mevsimi ve Esaretin Bedeli|Roman|Stephen King|Altın Kitaplar|2015|424
9789753901505|Kelebek|Roman|Henri Charriere|E Yayınları|1988|565
9789750506307|Gizliajans|Roman|Alper Canıgüz|İletişim Yayıncılık|2008|204
9786051110103|Zemberekkuşu'nun Güncesi|Roman|Haruki Murakami|Doğan Kitap|2005|744
9786052954140|Usta ile Margarita|Roman|Mihayl Afanasyeviç Bulgakov|İş Bankası Kültür Yayınları|2018|520
9786052389676|Bedenlerin Göçü|Roman|Yuri Herrera|Notos|2018|110
9786053111931|Masalcı|Roman|Erhan Altunay|Destek Yayınları|2016|392
9789750507144|Korkma Ben Varım|Roman|Murat Menteş|İletişim Yayıncılık|2009|424
9789750517167|İstanbul İstanbul|Roman|Burhan Sönmez|İletişim Yayıncılık|2015|228
9789750803291|Yakalanan Zaman - Kayıp Zamanın İzinde|Roman|Marcel Proust|Yapı Kredi Yayınları|2002|360
9789750811876|Beni Asla Bırakma|Roman|Kazuo Ishiguro|Yapı Kredi Yayınları|2007|272
9786053758082|Uzaktan Kumandalı Kız|Roman|James Tiptree Jr|İthaki Yayınları|2018|72
9786051852805|Pi-3.Kitap|Roman|Akilah Azra Kohen|Everest Yayınları|2018|672
9786051850047|Bin Hüzünlü Haz|Roman|Hasan Ali Toptaş|Everest Yayınları|2016|152
9786053603511|Genç Werther'in Acıları - Hasan Ali Yücel Klasikleri|Roman|Johann Wolfgang Von Goethe|İş Bankası Kültür Yayınları|2011|126
9786054927821|Kirpinin Zarafeti|Roman|Muriel Barbery|Kırmızı Kedi|2014|304
9786053321057|Odysseia - Hasan Ali Yücel Klasikleri|Roman|Homeros|İş Bankası Kültür Yayınları|2014|504
9786055147945|Bülbülün Kırk Şarkısı|Roman|İskender Pala|Kapı Yayınları|2015|590
9786059585866|Birimiz Yalan Söylüyor|Roman|Karen M. McManus|Yabancı|2017|352
9786054688784|Size Bir Sır Vereceğim 2-Rüya Avcısı|Roman|Mustafa Kaya|Fenomen Kitaplar|2018|184
9786053114772|Süt Lekesi|Roman|Esra Ezmeci|Destek Yayınları|2018|264
9786052956311|Patlayan Kuyrukluyıldızlar-Ekspresyonist Öyküler|Roman|Kolektif|İş Bankası Kültür Yayınları|2018|96
9789750737510|Anna Karenina-2 Cilt Kutulu|Roman|Lev Nikolayeviç Tolstoy|Can Yayınları|2018|1120
9789750722257|Dava|Roman|Franz Kafka|Can Yayınları|1999|248
9789753631570|Afrikalı Leo|Roman|Amin Maalouf|Yapı Kredi Yayınları|2002|344
9789755393735|Büyücü|Roman|John Fowles|Ayrıntı Yayınları|2006|672
9789750505386|Suskunlar|Roman|İhsan Oktay Anar|İletişim Yayıncılık|2007|269
9789752730953|Esir Şehrin Mahpusu|Roman|Kemal Tahir|İthaki Yayınları|2005|378
9786059232005|Seninim|Roman|Maureen Smith|Ephesus Yayınları|2012|400
9786051733302|4N1K-2|Roman|Büşra Yılmaz|Epsilon Yayınevi|2017|400
9786050954692|Süreya Kuaför Salonu|Roman|Şebnem Burcuoğlu|DEX|2018|333
9789752730762|Esir Şehrin İnsanları|Roman|Kemal Tahir|İthaki Yayınları|2005|463
9789752731295|Yol Ayrımı|Roman|Kemal Tahir|İthaki Yayınları|2005|493
9786054764082|Ölü Erkek Kuşlar|Roman|İnci Aral|Kırmızı Kedi|2013|400
9786056840548|Acil Gerçekdışılıkta Maceralar|Roman|Max Blecher|Jaguar Kitap|2018|152
9789752498358|Labirent|Roman|Kadir Çevik|Yeni İnsan Yayınevi|2018|174
9789752103160|Üç Yanlış Üç Ceset|Roman|Agatha Christie|Altın Kitaplar|2003|191
9789753427449|Çevengur|Roman|Andrey Platonov|Metis Yayıncılık|2010|416
9789750403910|Kaplumbağalar|Roman|Fakir Baykurt|Literatür Yayıncılık|2006|368
9789751029393|Memleket Hikayeleri (Özel Baskı)|Roman|Refik Halid Karay|İnkılap Kitabevi|2010|276
9789752897359|Ninatta'nın Bileziği|Roman|Ahmet Ümit|Everest Yayınları|2010|104
9786059441933|Böğürtlen Kışı|Roman|Sarah Jio|Pena Yayınları|2018|312
9786052361641|Korku|Roman|Stefan Zweig|İndigo Kitap|2018|96
9786050827835|Hünkarım-Bir Tahsin Paşa Romanı|Roman|Bahadır Yenişehirlioğlu|Timaş Yayınları|2018|304
9786053141952|Beyaz Zambaklar Ülkesi|Roman|Grigory Petrov|Ayrıntı Yayınları|2017|208
9786052070697|Kuruluş Osman|Roman|Ufuk Tufan|Yeditepe Yayınevi|2018|240
9786059666268|Kemikler|Roman|Jan Burke|Limos|2016|509
9786052241240|Karanlık Oda|Roman|Osman Balcıgil|Karakarga|2018|120
9786052177433|Ufak Yangınlar|Roman|Celeste Ng|Yabancı|2018|328
9786050955774|Aşk Hikayesiyle Gelir|Roman|Kemal Hamamcıoğlu|Doğan Kitap|2018|308
9786055903671|Yeraltı Demiryolu|Roman|Colson Whitehead|Siren Yayınları|2017|334
9789754370539|Gün Olur Asra Bedel|Roman|Cengiz Aytmatov|Ötüken Neşriyat|1995|413
9786053608929|Kreutzer Sonat - Hasan Ali Yücel Klasikleri|Roman|Lev Nikolayeviç Tolstoy|İş Bankası Kültür Yayınları|2013|144
9786051721514|Suç ve Ceza|Roman|Fyodor Mihayloviç Dostoyevski|Yordam Edebiyat|2016|688
9786052940990|Kaçak ve Sahaf Mendel|Roman|Stefan Zweig|Mavi Çatı Yayınları|2017|56
9786052361597|Sınırsız|Roman|Beyza Alkoç|İndigo Kitap|2018|320
9786053143291|Uydurma Bir Şeyler|Roman|Chuck Palahniuk|Ayrıntı Yayınları|2018|352
9786052064672|Kore'deki Çatı Katımdan Sesleniyorum 2|Roman|Didem Duygu Demir|Ephesus Yayınları|2018|320
9786055903633|Yolda|Roman|Jack Kerouac|Siren Yayınları|2016|360
9786050926316|Konstantiniyye Oteli|Roman|Zülfü Livaneli|Doğan Kitap|2015|480
9786053604419|Budala - Hasan Ali Yücel Klasikleri|Roman|Fyodor Mihayloviç Dostoyevski|İş Bankası Kültür Yayınları|2012|784
9789752118973|Göbekli Tepe Muhafızı|Roman|Yonca Eldener|Altın Kitaplar|2014|352
9789755104096|Bir İdam Mahkumunun Son Günü|Roman|Victor Hugo|Can Yayınları|2011|132
9789754081657|Kendini Arayan Adam|Roman|Halit Ertuğrul|Nesil Yayınları|2005|96
9789753421812|Yüzüklerin Efendisi - II - İki Kule|Roman|J.R.R. Tolkien|Metis Yayıncılık|2014|416
9786054322848|Od|Roman|İskender Pala|Kapı Yayınları|2012|361
9789750836084|Düğmeler ve Başka Şeyler|Roman|Fatma Akerson|Yapı Kredi Yayınları|2016|104
9789752448636|Bir Kere Daha Son|Roman|Mustafa Ulusoy|Kapı Yayınları|2018|320
9786050827736|Unutmanın Genel Teorisi|Roman|Jose Eduardo Agualusa|Timaş Yayınları|2018|272
9789753551663|Gül Yetiştiren Adam|Roman|Rasim Özdenören|İz Yayıncılık|2007|144
9786053329817|Seksen Günde Dünya Gezisi|Roman|Jules Verne|İş Bankası Kültür Yayınları|2017|272
9789750501227|Yenişehir'de Bir Öğle Vakti|Roman|Sevgi Soysal|İletişim Yayıncılık|2007|272
9786051718125|Ruhun Uzun Karanlık Çay Saati|Roman|Douglas Adams|Alfa Yayıncılık|2018|316
9786053758600|Mezarlarınıza Tüküreceğim|Roman|Boris Vian|İthaki Yayınları|2018|136
9789752117235|Doktor Uyku|Roman|Stephen King|Altın Kitaplar|2013|544
9789750826481|Yeni Hayat|Roman|Orhan Pamuk|Yapı Kredi Yayınları|2013|247
9789752890299|Uzun Beyaz Bulut Gelibolu|Roman|Buket Uzuner|Everest Yayınları|2001|323
9786053325482|Ekmeğimi Kazanırken|Roman|Maksim Gorki|İş Bankası Kültür Yayınları|2015|440
9786059724456|Sana Yolculuk|Roman|Cemal Battal|Postiga|2016|264
9789755707044|Körleşme|Roman|Elias Canetti|Sel Yayıncılık|2014|565
9786051067261|Karaköy'de Günbatımı|Roman|Baki Can Ediboğlu|Alfa Yayıncılık|2013|207
9786051850429|Ölü Zaman Gezginleri|Roman|Hasan Ali Toptaş|Everest Yayınları|2016|140
9786058276604|İkinci Hayatın Tek Bir Hayatın Olduğunu Anladığında Başlar|Roman|Raphaelle Giordano|Yan Pasaj|2017|237
9786053758259|Bir Mars Destanı|Roman|Stanley G. Weinbaum|İthaki Yayınları|2018|232
9786052969663|Son Sayfaya Kadar Gerilim|Roman|Çağdaş Can|Cinius|2018|83
9789751038821|Ceviz Ağacı|Roman|Solmaz Kâmuran|İnkılap Kitabevi|2018|256
9789750738272|Yeraltından Notlar-Fotoğraflı Klasik|Roman|Fyodor Mihayloviç Dostoyevski|Can Yayınları|2018|160
9786051553900|Cemile|Roman|Cengiz Aytmatov|Ötüken Neşriyat|2016|80
9786050905434|Arafat'ta Bir Çocuk|Roman|Zülfü Livaneli|Doğan Kitap|2012|156
9789755709369|Atlas'ın Yükü|Roman|Jeanette Winterson|Sel Yayıncılık|2018|134
9789752444577|Börü-Yeniden Diriliş ve İntikamın Kitabı|Roman|Çağlayan Yılmaz|Panama Yayıncılık|2017|408
9786053756477|Gölün Dibindeki Ev|Roman|Josh Malerman|İthaki Yayınları|2017|184
9786050937077|Yarasa|Roman|Jo Nesbo|Doğan Kitap|2016|392
9786053756781|Görünmez Adam|Roman|H. G. Wells|İthaki Yayınları|2013|232
9786055340308|Kendine Ait Bir Oda|Roman|Virginia Woolf|Kırmızı Kedi|2012|128
9789752121775|Mahşer|Roman|Stephen King|Altın Kitaplar|2016|1080
9786055903749|Bir Kutup Ayısının Anıları|Roman|Yoko Tawada|Siren Yayınları|2018|224
9786052164372|Guguk Kuşu|Roman|Ken Kesey|Nemesis Kitap|2018|400
9786052398944|İtiraflarım|Roman|Lev Nikolayeviç Tolstoy|Ren Kitap|2018|128
9786056840531|Kanını Satan Adam|Roman|Yu Hua|Jaguar Kitap|2018|264
9789750842252|Harry Potter: Sihir Tarihi|Roman|Kolektif|Yapı Kredi Yayınları|2018|256
9786052955826|Felâtun Bey ile Rakım Efendi (Günümüz Türkçesiyle)|Roman|Ahmed Midhat Efendi|İş Bankası Kültür Yayınları|2018|180
9786055903718|Naif. Süper|Roman|Erlend Loe|Siren Yayınları|2018|0
9789750511295|Sevgili Arsız Ölüm|Roman|Latife Tekin|İletişim Yayıncılık|2013|240
9786053751991|Biz|Roman|Yevgeniy İvanoviç Zamyatin|İthaki Yayınları|2012|256
9786053320104|Notre Dame'ın Kamburu - Hasan Ali Yücel Klasikleri|Roman|Victor Hugo|İş Bankası Kültür Yayınları|2014|572
9789750706622|Malte Laurids Brigge'nin Notları|Roman|Rainer Maria Rilke|Can Yayınları|2006|170
9789754706482|Efrasiyab'ın Hikayeleri|Roman|İhsan Oktay Anar|İletişim Yayıncılık|1998|245
9789752104549|Calla'nın Kurtları - Kara Kule Serisi 5.Kitap|Roman|Stephen King|Altın Kitaplar|2004|760
9789754053173|Ruhlar Dükkanı|Roman|Stephen King|Altın Kitaplar|2007|524
9789754707823|Drina Köprüsü|Roman|Ivo Andriç|İletişim Yayıncılık|2014|354
9789754059823|Beklenmeyen Misafir|Roman|Agatha Christie|Altın Kitaplar|1999|170
9789752105799|Kule-Kara Kule Serisi 7.Kitap|Roman|Stephen King|Altın Kitaplar|2005|880
9786053757337|Yenilmez|Roman|Stanislaw Lem|İthaki Yayınları|2017|240
9786059666473|Yolcu|Roman|Lisa Lutz|Limos|2017|357
9786053758464|İskandinav Mitolojisi|Roman|Neil Gaiman|İthaki Yayınları|2018|312
9789755105949|Aşk ve Öbür Cinler|Roman|Gabriel Garcia Marquez|Can Yayınları|1997|168
9789754058246|Işıklar Sönünce|Roman|Agatha Christie|Altın Kitaplar|1998|173
9789753635257|Çiçek Açmış Genç Kızların Gölgesinde - Kayıp Zamanın İzinde (ikinci kitap)|Roman|Marcel Proust|Yapı Kredi Yayınları|1996|468
9789752113244|Kubbe'nin Altında|Roman|Stephen King|Altın Kitaplar|2011|1024
9789752110281|Ölüm Sessiz Geldi|Roman|Agatha Christie|Altın Kitaplar|2008|256
9786051850924|Elveda Güzel Vatanım-Midi Boy|Roman|Ahmet Ümit|Everest Yayınları|2017|712
9789752486157|Eylül|Roman|Mehmet Rauf|Kırmızı Çatı|2017|272
9786053042815|Sıradaki Teşekkürüm Bana Yanlış Yapanlara|Roman|Nilgün Bodur|Artemis Yayınları|2017|236
9786051417332|Ölmeye Yatmak - Dar Zamanlar 1|Roman|Adalet Ağaoğlu|Everest Yayınları|2014|400
9786050954647|Peygamberin Endişesi|Roman|Yavuz Ekinci|Doğan Kitap|2018|192
9786050905090|Pedro Paramo|Roman|Juan Rulfo|Doğan Kitap|2012|132
9789755337494|Köylü İsyanı|Roman|Honore de Balzac|İmge Kitabevi|2013|303
9789753639156|Niteliksiz Adam 1|Roman|Robert Musil|Yapı Kredi Yayınları|2000|552
9789753639859|Mahpus - Kayıp Zamanın İzinde 5. kitap|Roman|Marcel Proust|Yapı Kredi Yayınları|2001|416
9786051416830|Beyoğlu'nun En Güzel Abisi|Roman|Ahmet Ümit|Everest Yayınları|2013|418
9789750517303|Dublinliler|Roman|James Joyce|İletişim Yayıncılık|2015|276
9789752890435|Adı: Aylin|Roman|Ayşe Kulin|Everest Yayınları|1997|398
9786051715100|Hayat, Evren ve Her Şey|Roman|Douglas Adams|Alfa Yayıncılık|2017|248
9786051851426|Garp Cephesinde Yeni Bir Şey Yok|Roman|Erich Maria Remarque|Everest Yayınları|2017|225
9786051867717|Ateşin Şarkısı|Roman|Tess Gerritsen|Martı Yayınları|2018|304
9786053114802|İnsanı İnsan Acıtır|Roman|Yelda Kırçuval|Destek Yayınları|2018|184
9786052983980|Heykelden Taşa ve Nobel Konuşması|Roman|Jose Saramago|Kırmızı Kedi|2018|128
9786053757993|Düşmüş Melekler|Roman|Richard K. Morgan|İthaki Yayınları|2018|480
9786055162825|Kan ve Gül|Roman|Alper Canıgüz|April Yayıncılık|2017|216
