isbn|name|category|writer|publisher|first_pub_date|page_count
9786059691703|Dürüst Aptal Efsanesi ''Verlaıne''|Roman|Stefan Zweig|Zeplin Kitap|2017|80
9789944889209|Öteki - Hasan Ali Yücel Klasikleri|Roman|Fyodor Mihayloviç Dostoyevski|İş Bankası Kültür Yayınları|2010|188
9789755108216|Küçük Şeylerin Tanrısı|Roman|Arundhati Roy|Can Yayınları|1998|362
9789753427753|Can|Roman|Andrey Platonov|Metis Yayıncılık|2010|152
9786050807073|Nar Ağacı|Roman|Nazan Bekiroğlu|Timaş Yayınları|2012|536
9786055819002|İklimler|Roman|Andre Maurois|Helikopter|2008|208
9789750724220|Suzan Defter|Roman|Ayfer Tunç|Can Yayınları|2011|128
9786055162054|Ruhi Mücerret|Roman|Murat Menteş|April Yayıncılık|2013|320
9789750719981|Simyacı 25. Yıl Özel Baskı|Roman|Paulo Coelho|Can Yayınları|2014|166
9789750830884|Kafamda Bir Tuhaflık|Roman|Orhan Pamuk|Yapı Kredi Yayınları|2014|480
9789754054217|Göz|Roman|Stephen King|Altın Kitaplar|2003|223
9786053758389|Nantucketlı Arthur Gordon Pym'in Öyküsü|Roman|Edgar Allan Poe|İthaki Yayınları|2018|192
9786059670838|Öbürküler|Roman|Mahir Ünsal Eriş|Karakarga|2017|136
9789752122642|Korku Ağı|Roman|Stephen King|Altın Kitaplar|2017|592
9786053755982|Faust|Roman|Johann Wolfgang Von Goethe|İthaki Yayınları|2016|584
9786052064894|Kutup Yıldızı 2|Roman|Mehtap Fırat|Ephesus Yayınları|2018|432
9786053758235|Gizli Özne|Roman|Nihan Kaya|İthaki Yayınları|2018|272
9789755705460|İntihar Dükkanı|Roman|Jean Teule|Sel Yayıncılık|2011|144
9789944885454|Babalar ve Oğullar - Hasan Ali Yücel Klasikleri|Roman|Ivan Sergeyeviç Turgenyev|İş Bankası Kültür Yayınları|2009|1
9786051416779|Ve Dağlar Yankılandı|Roman|Khaled Hosseini|Everest Yayınları|2013|424
9786053111795|Yeşil Mürekkep|Roman|Osman Balcıgil|Destek Yayınları|2016|408
9786051920849|Unutma Beni Apartmanı|Roman|Nermin Yıldırım|Hep Kitap|2017|424
9786052064900|Kutup Yıldızı 2|Roman|Mehtap Fırat|Ephesus Yayınları|2018|432
9786051710648|Titanlı Oyuncular|Roman|Philip K. Dick|Alfa Yayıncılık|2018|280
9786052241622|Ses ve Sus|Roman|Adnan Gerger|Karakarga|2018|232
9789752123281|Başlangıç|Roman|Dan Brown|Altın Kitaplar|2017|536
9789755101415|Uçurtmayı Vurmasınlar|Roman|Feride Çiçekoğlu|Can Yayınları|2009|109
9789753625579|Yusuf ile Züleyha|Roman|Nazan Bekiroğlu|Timaş Yayınları|2007|224
9789753428958|Yerdeniz (6 Kitap - Tek Cilt)|Roman|Ursula K. Le Guin|Metis Yayıncılık|2012|946
9789754588323|Madame Bovary - Hasan Ali Yücel Klasikleri|Roman|Gustave Flaubert|İş Bankası Kültür Yayınları|2006|295
9789754584882|Mozart ve Deyyuslar|Roman|Anthony Burgess|İş Bankası Kültür Yayınları|2003|176
9786053320883|Deniz Kurdu|Roman|Jack London|İş Bankası Kültür Yayınları|2014|376
9789750730559|Yüreğinin Götürdüğü Yere Git - Mini Kitap|Roman|Susanna Tamaro|Can Yayınları|2016|288
9786053754756|Bayan Peregrine'nin Tuhaf Çocukları|Roman|Ransom Riggs|İthaki Yayınları|2015|320
9786053758310|Yüce Tanrı Pan|Roman|Arthur Machen|İthaki Yayınları|2018|80
9786052941836|Hayatın Mucizeleri|Roman|Stefan Zweig|Mavi Çatı Yayınları|2018|87
9786053758594|İhtiyarlara Yer Yok|Roman|Cormac McCarthy|İthaki Yayınları|2018|248
9786053112952|İpek Sabahlık-Bir Suat Derviş Romanı|Roman|Osman Balcıgil|Destek Yayınları|2017|432
9786053042952|Bütün İyiler Biraz Küskündür|Roman|Nilay Örnek|Artemis Yayınları|2017|268
9786051851631|Bir Ses Böler Geceyi & Çıplak Ayaklıydı Gece-Midi Boy|Roman|Ahmet Ümit|Everest Yayınları|2017|0
9786053758112|Uğursuz Bir Şey Geliyor Bu Yana|Roman|Ray Bradbury|İthaki Yayınları|2018|280
9786054322374|Şah ve Sultan|Roman|İskender Pala|Kapı Yayınları|2010|390
9786053757207|Dune Tanrı İmparatoru|Roman|Frank Herbert|İthaki Yayınları|2017|512
9786053140283|Palto|Roman|Nikolay Vasilyeviç Gogol|Ayrıntı Yayınları|2015|96
9786051734880|Çürük Vişne 2-Veryansın|Roman|Emine Tavuz|Epsilon Yayınevi|2018|440
9786055290405|Yitik|Roman|Ali Murat İrat|Yurt Kitap Yayın|2018|200
9789759955694|Beş Şehir|Roman|Ahmet Hamdi Tanpınar|Dergah Yayınları|2001|207
9789754370232|Fatih-Harbiye|Roman|Peyami Safa|Ötüken Neşriyat|1995|138
9789759917975|Azil|Roman|Hakan Günday|Doğan Kitap|2007|216
9786053753902|Marslı|Roman|Andy Weir|İthaki Yayınları|2014|416
9786053754718|Kafes|Roman|Josh Malerman|İthaki Yayınları|2015|336
9789754051377|Ve Perde İndi|Roman|Agatha Christie|Altın Kitaplar|2005|176
9789750404030|Eşekli Kütüphaneci|Roman|Fakir Baykurt|Literatür Yayıncılık|2008|148
9789750726224|İyi Kalpli Erendira|Roman|Gabriel Garcia Marquez|Can Yayınları|2016|148
9786054729708|Eş|Roman|Jenny Offill|Domingo Yayınevi|2016|188
9789752122284|Dan Brown Seti - 4 Kitap Takım|Roman|Dan Brown|Altın Kitaplar|2016|2175
9786051852799|Fi-1.Kitap|Roman|Akilah Azra Kohen|Everest Yayınları|2018|584
9786053114703|Esir Bir Şehirde Bir Kadın|Roman|Çağla Ural|Destek Yayınları|2018|496
9786052064818|Bal|Roman|Emre Gül|Ephesus Yayınları|2018|368
9789750726491|Boğulmamak İçin|Roman|George Orwell|Can Yayınları|2015|256
9789755707648|Bitmeyen Kavga|Roman|John Steinbeck|Sel Yayıncılık|2016|316
9789754378009|Bozkurtlar|Roman|Hüseyin Nihal Atsız|Ötüken Neşriyat|2011|626
9789753420716|Atuan Mezarları - Yerdeniz Üçlemesi 2|Roman|Ursula K. Le Guin|Metis Yayıncılık|2012|152
9789750809941|Tanios Kayası|Roman|Amin Maalouf|Yapı Kredi Yayınları|1995|260
9786058667914|Kara Kedi|Roman|Edgar Allan Poe|Kolektif Kitap|2012|116
9789758441068|Toza Sor|Roman|John Fante|Parantez Gazetecilik ve Yayıncılık|2000|160
9789753422024|Yüzüklerin Efendisi - III - Kralın Dönüşü|Roman|J.R.R. Tolkien|Metis Yayıncılık|2015|408
9789754941883|Aganta Burına Burınata|Roman|Halikarnas Balıkçısı|Bilgi Yayınevi|1995|192
9789750807077|Bir Ada Hikayesi 2 - Karıncanın Su İçtiği|Roman|Yaşar Kemal|Yapı Kredi Yayınları|2003|520
9786055011727|Yüreğime Dokunan Eller|Roman|Alişan Kapaklıkaya|Yediveren Yayınları|2014|312
9789750738395|Zamanımızın Bir Kahramanı-Fotoğraflı Klasik|Roman|Mihail Lermontov|Can Yayınları|2018|192
9789754053241|Ölüm Diken Üstünde|Roman|Agatha Christie|Altın Kitaplar|1992|173
9786053140191|Mavi Karanlık|Roman|Vedat Türkali|Ayrıntı Yayınları|2015|448
9786053755494|Yıkıma Giden Adam|Roman|Alfred Bester|İthaki Yayınları|2016|264
9789754050134|Sadist|Roman|Stephen King|Altın Kitaplar|2003|344
9789756006238|Empati|Roman|Adam Fawer|April Yayıncılık|2008|690
9789750718052|Yeşil Peri Gecesi|Roman|Ayfer Tunç|Can Yayınları|2010|472
9789750730108|Mutlu Ölüm|Roman|Albert Camus|Can Yayınları|2000|166
9786058188662|Kuş Evi|Roman|Eva Meijer|Nebula|2018|248
9786053758716|Gücenmedim Dersem Yalan Olur|Roman|Başak Buğday|İthaki Yayınları|2018|280
9786052361818|Asansör|Roman|Beyza Alkoç|İndigo Kitap|2018|384
9789755394251|Görünmez Canavarlar|Roman|Chuck Palahniuk|Ayrıntı Yayınları|2004|203
9789750831751|Gömülü Dev|Roman|Kazuo Ishiguro|Yapı Kredi Yayınları|2015|280
9789750713163|Yeraltından Notlar|Roman|Fyodor Mihayloviç Dostoyevski|Can Yayınları|2011|160
9786053324744|Sefiller - 2 Cilt Takım|Roman|Victor Hugo|İş Bankası Kültür Yayınları|2015|1724
9786053327127|Ay'a Yolculuk|Roman|Jules Verne|İş Bankası Kültür Yayınları|2016|224
9789759914332|Siyah Kan|Roman|Jean-Christophe Grange|Doğan Kitap|2005|458
9789750521393|Kıymetli Şeylerin Tanzimi|Roman|Sezen Ünlüönen|İletişim Yayıncılık|2017|248
9786053756231|Kaplan! Kaplan!|Roman|Alfred Bester|İthaki Yayınları|2017|304
9789750723353|Demian|Roman|Hermann Hesse|Can Yayınları|2003|211
9789750501982|Küçük Ağa|Roman|Tarık Buğra|İletişim Yayıncılık|2003|479
9789754056075|Çılgınlığın Ötesi|Roman|Stephen King|Altın Kitaplar|2004|464
9789751039262|Zamansız Hikayeler-Neşeli Haberlerden Hüzünlü Gerçeklere|Roman|Erhan Karadağ|İnkılap Kitabevi|2018|160
9789755709529|Kör Dövüşü|Roman|Ayşen Işık|Sel Yayıncılık|2018|94
9786053758440|Yürek Burgusu-Karanlık Kitaplar|Roman|Henry James|İthaki Yayınları|2018|144
9786053113157|Büyük İhanet|Roman|Mete Yarar|Destek Yayınları|2017|224
9789750723537|Handan|Roman|Halide Edib Adıvar|Can Yayınları|2007|224
9786053757245|Resimli Adam|Roman|Ray Bradbury|İthaki Yayınları|2017|240
9789752897441|Şeytan Ayrıntıda Gizlidir|Roman|Ahmet Ümit|Everest Yayınları|2010|200
9789750826306|Beyaz Kale|Roman|Orhan Pamuk|Yapı Kredi Yayınları|2013|152
9789753421539|Bir Günlük Yerim Kaldı İster misiniz?|Roman|Engin Geçtan|Metis Yayıncılık|2016|128
9789753637480|Sodom ve Gomorra - Kayıp Zamanın İzinde 4. Kitap|Roman|Marcel Proust|Yapı Kredi Yayınları|2005|552
9789754053920|Tepki|Roman|Stephen King|Altın Kitaplar|1999|399
9789944122054|Aydınlık|Roman|Henri Barbusse|Yordam Kitap|2007|0
9786055107307|Giderken Bana Bir Şeyler Söyle|Roman|Mustafa Ulusoy|Kapı Yayınları|2014|280
9786051722450|Durgun Don-4 Cilt Takım|Roman|Mihail Şolohov|Yordam Edebiyat|2018|1696
9789752895034|Eskici ve Oğulları|Roman|Orhan Kemal|Everest Yayınları|2008|378
9786053756736|Su Adamı|Roman|Aleksandr Belyaev|İthaki Yayınları|2017|240
9786050943214|Karanlıktan Sonra|Roman|Haruki Murakami|Doğan Kitap|2017|180
9786054629862|Algernon'a Çiçekler|Roman|Daniel Keyes|Koridor Yayıncılık|2015|325
9786051418421|Dar Zamanlar-3 Kitap Takım|Roman|Adalet Ağaoğlu|Everest Yayınları|2018|1000
9786052361832|3391 Kilometre|Roman|Beyza Alkoç|İndigo Kitap|2018|472
9789944887717|Stepançikovo Köyü - Hasan Ali Yücel Klasikleri|Roman|Fyodor Mihayloviç Dostoyevski|İş Bankası Kültür Yayınları|2010|290
9789750807206|Bir Ada Hikayesi 3 - Tanyeri Horozları|Roman|Yaşar Kemal|Yapı Kredi Yayınları|2003|450
9786053483250|Kitap Hırsızı|Roman|Markus Zusak|Martı Yayınları|2012|574
9786051425528|Cinder - Bir Ay Günlüğü Kitabı|Roman|Marissa Meyer|Artemis Yayınları|2014|312
9786050935721|Sputnik Sevgilim|Roman|Haruki Murakami|Doğan Kitap|2016|224
9786050953312|Çocuklara ve Büyüklere Masallar|Roman|Üstün Dökmen|Doğan Kitap|2018|132
9789754587159|Gargantua - Hasan Ali Yücel Klasikleri|Roman|François Rabelais|İş Bankası Kültür Yayınları|2006|254
9786056802867|Beyaz Diş|Roman|Jack London|İstek|2018|208
9786051883519|Sergüzeşt|Roman|Samipaşazade Sezai|Beyaz Balina Yayınları|2018|136
9786059850766|Beyaz Zambaklar Ülkesinde|Roman|Grigory Petrov|Truva Yayınları|2018|136
9786053758303|Dracula-Karanlık Kitaplık|Roman|Bram Stoker|İthaki Yayınları|2018|432
9789753420549|Factotum|Roman|Charles Bukowski|Metis Yayıncılık|2008|160
9789755391991|Divan|Roman|Irvin D. Yalom|Ayrıntı Yayınları|2008|448
9789750501005|Yürümek/Sevgi Soysal Bütün Eserleri|Roman|Sevgi Soysal|İletişim Yayıncılık|2004|152
9789752119185|Christine|Roman|Stephen King|Altın Kitaplar|2000|432
9789750823596|Bir Ada Hikayesi 4 - Çıplak Deniz Çıplak Ada|Roman|Yaşar Kemal|Yapı Kredi Yayınları|2012|272
9786053327325|Frankenstein ya da Modern Prometheus|Roman|Mary Shelley|İş Bankası Kültür Yayınları|2016|272
9786053756026|Dune Çocukları|Roman|Frank Herbert|İthaki Yayınları|2016|552
9789750803611|Boncuk Oyunu|Roman|Hermann Hesse|Yapı Kredi Yayınları|2012|560
9786050951486|Macbeth-Shakespeare Yeniden|Roman|Jo Nesbo|Doğan Kitap|2018|572
9789752897373|Sis ve Gece|Roman|Ahmet Ümit|Everest Yayınları|2011|270
9786051410135|Sultanı Öldürmek|Roman|Ahmet Ümit|Everest Yayınları|2012|528
9786051716756|Yetenekliler Dünyası-Toplu Öyküler 3.Cilt|Roman|Philip K. Dick|Alfa Yayıncılık|2018|592
9789753429160|Artemisia|Roman|Anna Banti|Metis Yayıncılık|2014|256
9789751415561|Ah Bre Sevda Ah Bre Vatan|Roman|Demet Altınyeleklioğlu|Remzi Kitabevi|2013|688
9786055904685|Eve Dönmenin Yolları|Roman|Alejandro Zambra|Notos|2013|146
9789750721663|Sinekli Bakkal|Roman|Halide Edib Adıvar|Can Yayınları|2007|424
9786053755319|Dune Mesihi|Roman|Frank Herbert|İthaki Yayınları|2016|304
9789754054910|Cesetler Merdiveni|Roman|Agatha Christie|Altın Kitaplar|1994|175
9789753420792|En Uzak Sahil-Yerdeniz Üçlemesi 3|Roman|Ursula K. Le Guin|Metis Yayıncılık|2000|216
9789752113008|Arka Sokaktaki Cinayet|Roman|Agatha Christie|Altın Kitaplar|2011|288
9789754700220|Mrs. Dalloway|Roman|Virginia Woolf|İletişim Yayıncılık|2004|192
9789750708619|Aşk ve Gurur|Roman|Jane Austen|Can Yayınları|2007|444
9789755108728|Büyülü Dağ - 2 Cilt Takım|Roman|Thomas Mann|Can Yayınları|2009|881
9789752732124|Bozkırdaki Çekirdek|Roman|Kemal Tahir|İthaki Yayınları|2017|456
9786053328582|Vadideki Zambak|Roman|Honore de Balzac|İş Bankası Kültür Yayınları|2016|328
9786051850689|Sonsuzluğa Nokta|Roman|Hasan Ali Toptaş|Everest Yayınları|2016|216
9786053756255|Palto|Roman|Nikolay Vasilyeviç Gogol|İthaki Yayınları|2017|72
9786051715131|Çoğunlukla Zararsız|Roman|Douglas Adams|Alfa Yayıncılık|2017|292
9789750734359|Papazın Kızı|Roman|George Orwell|Can Yayınları|2017|328
9789752122567|Son Nefes Havaya Karışmadan|Roman|Paul Kalanithi|Altın Kitaplar|2016|200
9786052318287|Teşkilatın Gözdesi|Roman|Dominique Manotti|Dipnot|2018|214
9786052954171|Kuyrukluyıldız Altında Bir İzdivaç-Türk Edebiyat Klasikleri 1|Roman|Hüseyin Rahmi Gürpınar|İş Bankası Kültür Yayınları|2018|84
9786050954685|Karanlık|Roman|E. L. James|Doğan Kitap|2018|616
9786057944085|Broke&Light|Roman|Zeynep Sahra|Ren Kitap|2018|544
9789750510861|Yedinci Gün|Roman|İhsan Oktay Anar|İletişim Yayıncılık|2012|240
9786050928167|1Q84 - 2. Kitap|Roman|Haruki Murakami|Doğan Kitap|2015|430
9786053751595|Bilge Adamın Korkusu - Kral Katili Güncesi 2. Gün|Roman|Patrick Rothfuss|İthaki Yayınları|2011|1142
9789750511127|Berci Kristin Çöp Masalları|Roman|Latife Tekin|İletişim Yayıncılık|2012|143
9789750722400|Burma Günleri|Roman|George Orwell|Can Yayınları|2004|315
9786059232593|Vezir|Roman|Aimee Carter|Ephesus Yayınları|2016|384
9789750738661|Patrick Melrose 1-Unut Gitsin|Roman|Edward St Aubyn|Can Yayınları|2018|152
9786052063873|Ölüme Terk Edilenler|Roman|Jane Casey|Olimpos Yayınları|2018|160
9786051852812|Çi-2.Kitap|Roman|Akilah Azra Kohen|Everest Yayınları|2018|312
9786052361771|Beyaz Diş|Roman|Jack London|İndigo Kitap|2018|288
9786051717944|Dirk Gently'nin Holistik Dedektiflik Bürosu|Roman|Douglas Adams|Alfa Yayıncılık|2018|336
9789755339016|Kafkas Masalları|Roman|Adolf Dirr|İmge Kitabevi|2018|111
9786053757153|Anlatış|Roman|Ursula K. Le Guin|İthaki Yayınları|2017|288
9789750737978|Hippi - Turuncu Kapak|Roman|Paulo Coelho|Can Yayınları|2018|264
9786053757764|Artemis|Roman|Andy Weir|İthaki Yayınları|2018|368
9786055903121|Yabana Doğru|Roman|Jon Krakauer|Siren Yayınları|2009|248
9789752892637|Köprü|Roman|Ayşe Kulin|Everest Yayınları|2005|240
9789750725418|Şili'de Gizlice|Roman|Gabriel Garcia Marquez|Can Yayınları|2003|158
9789754052107|Fare Kapanı|Roman|Agatha Christie|Altın Kitaplar|1997|173
9786051411231|Bab-ı Esrar|Roman|Ahmet Ümit|Everest Yayınları|2012|656
9789750807244|Çakırcalı Efe|Roman|Yaşar Kemal|Yapı Kredi Yayınları|2007|192
9786053606741|Robinson Crusoe - Hasan Ali Yücel Klasikleri|Roman|Daniel Defoe|İş Bankası Kültür Yayınları|2012|336
9789755708836|Cennetin Doğusu|Roman|John Steinbeck|Sel Yayıncılık|2017|656
9786053756637|Amerikan Tanrıları|Roman|Neil Gaiman|İthaki Yayınları|2017|712
9786059115834|Frida|Roman|Barbara Mujica|Zeplin Kitap|2017|480
9789754059748|Kemik Torbası|Roman|Stephen King|Altın Kitaplar|2000|592
9786050953152|Polis|Roman|Jo Nesbo|Doğan Kitap|2018|632
9786050955255|Sessizlik|Roman|Engin Akyürek|Doğan Kitap|2018|200
9786050955446|Gece Kuşları|Roman|George R. R. Martin|DEX|2018|388
9786052361580|Sınır|Roman|Beyza Alkoç|İndigo Kitap|2018|400
9789752123915|Haziran Senfonisi|Roman|Selahattin Nehir|Altın Kitaplar|2018|408
9786051852966|Flamingolar Pembedir|Roman|Aslı E. Perker|Everest Yayınları|2018|238
9789750807367|Demirciler Çarşısı Cinayeti - Akçasazın Ağaları 1|Roman|Yaşar Kemal|Yapı Kredi Yayınları|2003|584
9786055623852|Bir Vicdan Uyanıyor|Roman|Ahmet Lütfi Kazancı|Ensar Neşriyat|2015|274
9789753422796|Uyuyan Adam|Roman|Georges Perec|Metis Yayıncılık|2000|112
9789755390918|Kalecinin Penaltı Anındaki Endişesi|Roman|Peter Handke|Ayrıntı Yayınları|1995|112
9789759962814|Bir Adam Girdi Şehre Koşarak|Roman|Tarık Tufan|Profil Kitap|2010|120
9789755101798|Vadideki Zambak|Roman|Honore de Balzac|Can Yayınları|2007|296
9789758441792|Kadınlar|Roman|Charles Bukowski|Parantez Gazetecilik ve Yayıncılık|2003|320
9789750800030|Yüzüncü Ad - Baldassare'nin Yolculuğu|Roman|Amin Maalouf|Yapı Kredi Yayınları|2007|412
9786051417974|Handan|Roman|Ayşe Kulin|Everest Yayınları|2014|272
9789753424615|Öteki Rüzgar -  Yerdeniz Üçlemesi 5|Roman|Ursula K. Le Guin|Metis Yayıncılık|2004|232
9786055903558|Keşke Bugün Kendimle Karşılaşmasaydım|Roman|Herta Müller|Siren Yayınları|2015|200
9786055289317|Tanrı Daima Tebdil-i Kıyafet Gezer|Roman|Laurent Gounelle|Pegasus|2012|448
9786059371773|Metro 2035|Roman|Dmitry Glukhovsky|Panama Yayıncılık|2017|608
9786053756521|Karanlıkta Fısıldayan|Roman|Howard Phillips Lovecraft|İthaki Yayınları|2017|96
9786053113003|Amak-ı Hayal|Roman|Şehbenderzade Filibeli Ahmed Hilmi|Destek Yayınları|2017|208
9786051715087|Elveda ve Bütün O Balıklar İçin Teşekkürler|Roman|Douglas Adams|Alfa Yayıncılık|2017|216
9786059670449|Ateş ve Kılıç|Roman|Henryk Sienkiewicz|Karakarga|2017|336
9789752201279|Şu Çılgın Türkler|Roman|Turgut Özakman|Bilgi Yayınevi|2005|752
9789750837586|Babamın Bavulu|Roman|Orhan Pamuk|Yapı Kredi Yayınları|2016|88
9786051850788|Kanadı Kırık Kuşlar|Roman|Ayşe Kulin|Everest Yayınları|2016|392
9786052956618|Günümüz Türkçesiyle Refet-Türk Edebiyatı Klasikleri-11|Roman|Fatma Aliye|İş Bankası Kültür Yayınları|2018|152
9786052398487|İnsan Ne ile Yaşar|Roman|Lev Nikolayeviç Tolstoy|Ren Kitap|2017|96
9789755709338|Anarşist Banker|Roman|Fernando Pessoa|Sel Yayıncılık|2018|69
9786053758549|Amatka|Roman|Karin Tidbeck|İthaki Yayınları|2018|232
9786051717890|Sondan Bir Önceki Gerçek|Roman|Philip K. Dick|Alfa Yayıncılık|2018|304
9786051734835|4N1K 2-Film Özel Baskı|Roman|Büşra Yılmaz|Epsilon Yayınevi|2018|421
9786059530828|Makinelerin İmparatorluğu Serisi 1.Kitap|Roman|Yoon Ha Lee|Salon Yayınları|2018|368
9786052169230|Gezegenin Tamahkar Çocukları|Roman|Mustafa Akar|Turkuvaz Kitap|2018|104
9786052983171|Ay Işığı Sokağı-Yürek Çöküntüsü|Roman|Stefan Zweig|Kırmızı Kedi|2018|80
9789752112445|Sessiz Tanık|Roman|Agatha Christie|Altın Kitaplar|2010|336
9789752897427|Bir Ses Böler Geceyi|Roman|Ahmet Ümit|Everest Yayınları|2010|140
9789754370577|Yalnızız|Roman|Peyami Safa|Ötüken Neşriyat|1996|416
9786055358792|Gözlerinin Esareti|Roman|Jennifer Royce|Ephesus Yayınları|2015|573
9786055016487|Lola ve Komşu Çocuk|Roman|Stephanie Perkins|Yabancı|2015|320
9786052980064|Ceza Sömürgesi|Roman|Franz Kafka|Kırmızı Kedi|2016|58
9789755708140|Aşk Dersleri|Roman|Alain De Botton|Sel Yayıncılık|2016|240
9789750812729|Beton|Roman|Thomas Bernhard|Yapı Kredi Yayınları|2007|100
9789752202474|Diriliş-Çanakkale 1915|Roman|Turgut Özakman|Bilgi Yayınevi|2008|688
9789750721915|Yaprak Fırtınası|Roman|Gabriel Garcia Marquez|Can Yayınları|1994|128
9786059961660|Her Gün Hüzün - Sol ayağım 2|Roman|Christy Brown|Nemesis Kitap|2010|273
9789755707143|Vişnenin Cinsiyeti|Roman|Jeanette Winterson|Sel Yayıncılık|2015|174
9786053321910|Çocukluğum|Roman|Maksim Gorki|İş Bankası Kültür Yayınları|2014|282
9786056474361|Umudun Solduğu Tepe|Roman|Jessica Gregson|Geoturka|2015|316
9789752117600|Mezopotamya'da Cinayet|Roman|Agatha Christie|Altın Kitaplar|2013|285
9789751416193|Gözlerini Kaçırma|Roman|Irmak Zileli|Remzi Kitabevi|2014|232
9786054518555|Atlıkarıncada Bir Tur Daha|Roman|Tiziano Terzani|Pan Yayıncılık|2013|703
9786053140450|Uğultulu Tepeler|Roman|Emily Bronte|Ayrıntı Yayınları|2015|496
9786053605669|Ecinniler - Hasan Ali Yücel Klasikleri|Roman|Fyodor Mihayloviç Dostoyevski|İş Bankası Kültür Yayınları|2012|904
9789752895096|Veda - Esir Şehirde Bir Konak|Roman|Ayşe Kulin|Everest Yayınları|2008|390
9789754701340|Ankara|Roman|Yakup Kadri Karaosmanoğlu|İletişim Yayıncılık|2004|252
9786052022276|Bilinmeyen Bir Kadının Mektubu|Roman|Stefan Zweig|İlgi Kültür Sanat Yayınları|2017|72
9786052953198|Ruth-Modern Klasikler|Roman|Lou Andreas Salome|İş Bankası Kültür Yayınları|2018|252
9786052361399|Dava|Roman|Franz Kafka|İndigo Kitap|2017|304
9786054927203|Kopyalanmış Adam|Roman|Jose Saramago|Kırmızı Kedi|2014|308
9789750722202|Kuyu ve Sarkaç|Roman|Edgar Allan Poe|Can Yayınları|2014|256
9789752119161|Bay Mercedes|Roman|Stephen King|Altın Kitaplar|2014|432
9789944494373|Animal Triste|Roman|Monika Maron|Alef|2010|160
9789758441525|Pis Moruğun Notları|Roman|Charles Bukowski|Parantez Gazetecilik ve Yayıncılık|2002|176
9789750515477|Kumarbaz|Roman|Fyodor Mihayloviç Dostoyevski|İletişim Yayıncılık|2014|243
9789944889384|Germinal - Hasan Ali Yücel Klasikleri|Roman|Emile Zola|İş Bankası Kültür Yayınları|2010|556
9789944887427|Siyasetname - Hasan Ali Yücel Klasikleri|Roman|Nizamülmülk|İş Bankası Kültür Yayınları|2009|365
9789750725272|Aşk Mutfağından Yalnızlık Tarifleri|Roman|Yekta Kopan|Can Yayınları|2001|152
9789756165447|Katalonya'ya Selam|Roman|George Orwell|BGST|2011|262
9789753423274|Yerdeniz Öyküleri|Roman|Ursula K. Le Guin|Metis Yayıncılık|2001|276
9789752897823|Kardeş Payı|Roman|Orhan Kemal|Everest Yayınları|2010|113
9789750724107|Dalgaların Sesi|Roman|Yukio Mişima|Can Yayınları|2014|208
9789751414588|Eşik|Roman|Irmak Zileli|Remzi Kitabevi|2011|325
9789753427913|Rüyanın Öte Yakası|Roman|Ursula K. Le Guin|Metis Yayıncılık|2011|224
9789750722479|Venedik'te Ölüm|Roman|Thomas Mann|Can Yayınları|2007|116
